FID,site_id,site_on,site_at,corn_desc,city,county,publiccomm,dt_zone,parkride,adaaccess,ada_comm,busstop_yn,node_id,gate,T_Code,board_flag,alight_fla,Lat,Long
165,53434,10th St S,Marquette Ave S,Near side E,MINNEAPOLIS,Hennepin, ,Y,N,Y, ,N, , , ,0,0,44.97341504,-93.27348212
166,56028,10th St Station, ,Near side N,SAINT PAUL,Ramsey,2014 cclrt,Y,N,Y, ,Y,10CE, , ,1,1,44.95064704,-93.09751704
167,56016,10th St Station, ,Near side S,SAINT PAUL,Ramsey,2014 cclrt,Y,N,Y, ,Y,10CE, , ,1,1,44.95062999,-93.09755593
168,40174,10th St W,St Peter St,Near side E,SAINT PAUL,Ramsey,10/07 BTR - 12/06 detour,Y,N,Y,6/14 abandoned,N, , , ,0,0,44.94916703,-93.09979419
169,3481,110th ST W,Toledo Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.8047189,-93.34784014
170,3470,110th St W,Goodrich Ave S,Near side W,BLOOMINGTON,Hennepin, ,N,N,Y,AX Transfiguration Lutheran,Y, , , ,0,0,44.804849,-93.33064999
171,3513,110th St W,Goodrich Ave S,Far side E,BLOOMINGTON,Hennepin,9/13 not P&R anymore,N,N,Y,Transfiguration Lutheran,Y, , , ,0,0,44.80473008,-93.33059001
172,3471,110th St W,Harrison Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y,AX Transfiguration Lutheran,Y, , , ,0,0,44.80485297,-93.3319192
173,3512,110th St W,Harrison Ave S,Far side E,BLOOMINGTON,Hennepin,9/13 no longer P&R,N,N,Y,Transfiguration Lutheran,Y, , , ,0,0,44.80473511,-93.33152615
174,3472,110th St W,Irwin Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80484001,-93.33318527
175,3511,110th St W,Irwin Ave S,Near side E,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80472211,-93.33351602
176,3473,110th St W,Johnson Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80483709,-93.33446405
177,3510,110th St W,Johnson Ave S,Near side E,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80472797,-93.3348061
178,3474,110th St W,Little Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80481312,-93.33692021
179,3509,110th St W,Little Ave S,Near side E,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80471297,-93.33730315
180,3508,110th St W,Morris Ave S,Across from E,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80472415,-93.33851422
181,3475,110th St W,Morris Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80481809,-93.33822293
182,3507,110th St W,Nord Ave S,Across from E,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80470098,-93.33985724
183,3476,110th St W,Nord Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80479489,-93.339549
184,3506,110th St W,Oxborough Ave S,Across from E,BLOOMINGTON,Hennepin,Posted no parking,N,N,N, ,Y, , , ,0,0,44.80468602,-93.3411013
185,3477,110th St W,Oxborough Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80479993,-93.34082024
186,3478,110th St W,Quinn Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80477691,-93.34327602
187,3505,110th St W,Quinn Ave S,Near side E,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80464697,-93.34406796
188,3504,110th St W,Rich Ave S,Across from E,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80462515,-93.345391
189,3479,110th St W,Rich Ave S,Near side W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80475508,-93.34514318
190,3480,110th St W,Stanley Rd,Across from W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80472308,-93.34673322
191,3503,110th St W,Stanley Rd,Near side E,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80460497,-93.34714727
192,3482,110th St W,Trail West Rd,Across from W,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.80471605,-93.34903925
193,3502,110th St W,Trail West Rd,Near side E,BLOOMINGTON,Hennepin,Posted no parking,N,N,N, ,Y, , , ,0,0,44.80458503,-93.3492882
194,53836,111th Ave NW,Coon Rapids Blvd,Far side S,COON RAPIDS,Anoka,8/14 new to ARCC,N,N,Y, ,Y, , , ,1,1,45.1730501,-93.34388897
195,53835,111th Ave NW,Mississippi Blvd NW,Near side W,COON RAPIDS,Anoka,8/14 new + new ARCC,N,N,Y,AX Anoka Ramsey Comm College,Y,ARCC, , ,1,1,45.1721401,-93.34802812
196,53837,111th Ave NW,Mississippi Blvd NW,Far side E,COON RAPIDS,Anoka,8/14 new ARCC + shelter M-2514 8/14,N,N,Y,AX Anoka Ramsey Comm College,Y,ARCC, , ,1,1,45.17202311,-93.347899
197,48114,111th St W,Best Buy East,Across from W,BLOOMINGTON,Hennepin,12/10 reinstated (9/05 abandoned),N,N,N,#6201-6203,Y, , , ,0,0,44.80217389,-93.36112011
198,48082,111th St W,Best Buy East,Near side E,BLOOMINGTON,Hennepin, ,N,N,Y,#6201-6203 - east driveway,Y, , , ,0,0,44.802068,-93.36112793
199,48115,111th St W,Hampshire Ave S,Near side W,BLOOMINGTON,Hennepin,10/13 was NB/FS A-13645,N,N,N, ,Y, , , ,0,0,44.80225006,-93.36864026
200,40320,113th Ave NE,Four Seasons Park Homes,Near side N,BLAINE,Anoka,9/13 no P&R,N,N,N, ,Y,4SEA, , ,1,1,45.17508389,-93.26307717
201,51067,113th Ave NE,University Ave NE,Near side W,BLAINE,Anoka,Need site check,N,N,Y,2311,N,NULL, , ,0,0,45.1752009,-93.26588306
202,51066,113th Ave NE,University Ave NE,Far side E,BLAINE,Anoka,Need site check,N,N,Y,Entrance to 4 Seasons Mobilehomes,Y, , , ,1,1,45.17498898,-93.26557995
203,10989,113th Ave NW,Hanson Blvd,Far side E,COON RAPIDS,Anoka,4/00 SNPB was Hanson NS 113 Av,N,N,Y, ,N, , , ,0,0,45.17554407,-93.317084
204,10993,113th Ave NW,Ibis St NW,Across from E,COON RAPIDS,Anoka, ,N,N,Y, ,Y, , , ,1,1,45.17545188,-93.31169217
205,10992,113th Ave NW,Ibis St NW,Near side W,COON RAPIDS,Anoka, ,N,N,N, ,Y, , , ,1,1,45.17556208,-93.31142016
206,10990,113th Ave NW,Martin St NW,Across from E,COON RAPIDS,Anoka, ,N,N,Y, ,Y, , , ,1,1,45.17552303,-93.31587395
207,10991,113th Ave NW,Martin St NW,Near side W,COON RAPIDS,Anoka, ,N,N,Y, ,Y, , , ,1,1,45.17563409,-93.31558592
208,10994,113th Ave NW,Robinson Dr,Near side E,COON RAPIDS,Anoka, ,N,N,Y,FS Food-N-Fuel,N, , , ,0,0,45.17621387,-93.30700796
209,10860,115th Ave NW,Foley Blvd,Near side E,COON RAPIDS,Anoka,A-24859,N,N,N,A-24859,N, , , ,0,0,45.17745615,-93.27665317
210,10859,115th Ave NW,Ilex St / Foley Blvd,Mid block E,COON RAPIDS,Anoka, ,N,N,N,Layover AX Athletic Assn,Y, , , ,0,0,45.17763511,-93.27720996
211,12505,117th Ave,Adair Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,Y,11/10 BTR 9/10 D-7033 temp 11WR,N, , , ,0,0,45.1661791,-93.3577032
212,12504,117th Ave,Brunswick Ave,Near side W,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16631293,-93.35851423
213,12471,117th Ave,Business Park Blvd,Across from W,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16658894,-93.38848495
214,12470,117th Ave,Business Park Blvd,Near side E,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16647113,-93.38932386
215,48560,117th Ave,Champlin Dr,Near side W,CHAMPLIN,Hennepin,25 ft back,N,N,Y,8/14 Eliminate abandoned,N, , , ,0,0,45.16654592,-93.39486106
216,12503,117th Ave,Colorado Ave,Near side W,CHAMPLIN,Hennepin,12/11 reactivate - B. Bakke (12/06 spacing),N,N,Y,Roundabout at Douglas,Y, , , ,1,1,45.16632009,-93.35947308
217,12502,117th Ave,Colorado Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16619898,-93.35977212
218,12500,117th Ave,Douglas Dr,Near side W,CHAMPLIN,Hennepin, ,N,N,Y,12/11 deleted S-9535 roundabout,N, , , ,0,0,45.16632313,-93.36033724
219,12501,117th Ave,Douglas Dr,Near side E,CHAMPLIN,Hennepin, ,N,N,Y,6/08 deleted - reroute,N, , , ,0,0,45.16619109,-93.36096005
220,12499,117th Ave,Edgewood Ave,Near side W,CHAMPLIN,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.16633113,-93.3623319
221,12498,117th Ave,Edgewood Ave,Near side E,CHAMPLIN,Hennepin,12/11 reinstate - B. Bakke (12/06 spacing),N,N,N,Roundabout at Douglas,Y, , , ,1,1,45.1662159,-93.36205199
222,12472,117th Ave,Emery Village Dr,Across from W,CHAMPLIN,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.16650806,-93.38634892
223,12473,117th Ave,Emery Village Dr,Near side E,CHAMPLIN,Hennepin, ,N,N,Y,AX Emery Village Dr,Y, , , ,1,1,45.16638791,-93.38666114
224,12496,117th Ave,Florida Ave,Near side W,CHAMPLIN,Hennepin,A-24011,N,N,Y,A-24011,Y, , , ,1,1,45.16634596,-93.36361389
225,12497,117th Ave,Florida Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16622905,-93.36335216
226,12495,117th Ave,Georgia Ave,Near side W,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16634414,-93.36486319
227,12494,117th Ave,Georgia Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16622019,-93.36519821
228,12468,117th Ave,Hwy 169,Near side W,CHAMPLIN,Hennepin,8/14 delete 11#1 reroute 766,N,N,N,8/14 delete 11#1 Node Only,N, , , ,0,0,45.1666531,-93.39104995
229,12469,117th Ave,Hwy 169,Far side E,CHAMPLIN,Hennepin,8/14 delete 11#1 reroute 766,N,N,N,8/14 delete 11#1 Node Only,N, , , ,0,0,45.16641403,-93.39094117
230,12492,117th Ave,Idaho Ave,Near side W,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16635503,-93.36618422
231,12493,117th Ave,Idaho Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16624298,-93.36707525
232,12491,117th Ave,Jersey Ave,Near side W,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16635498,-93.36757198
233,12490,117th Ave,Jersey Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16624194,-93.36832214
234,12488,117th Ave,Kentucky Ave,Near side W,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16636411,-93.36923708
235,12489,117th Ave,Kentucky Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16624992,-93.36958423
236,12484,117th Ave,Louisiana / Oregon,Mid block W,CHAMPLIN,Hennepin,10/12 was NS Oregon A-11354,N,N,Y,NS crosswalk,Y, , , ,1,1,45.16636809,-93.37324592
237,12487,117th Ave,Louisiana Ave,Across from W,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16635891,-93.37058994
238,12486,117th Ave,Louisiana Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16624714,-93.37088621
239,12485,117th Ave,Oregon Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.16625391,-93.37526395
240,12483,117th Ave,Quebec Ave,Across from W,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16639709,-93.37843794
241,12482,117th Ave,Quebec Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.16626912,-93.37864425
242,12479,117th Ave,Texas Ave,Near side W,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16643011,-93.38147429
243,12478,117th Ave,Utah Ave,Near side W,CHAMPLIN,Hennepin,12/06 BS spacing - B. Bakke,N,N,N, ,Y, , , ,1,1,45.16644213,-93.38296521
244,12477,117th Ave,Utah Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.16632806,-93.38246029
245,12475,117th Ave,Virginia Ave,Near side W,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16647099,-93.38434312
246,12476,117th Ave,Virginia Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16633303,-93.38390306
247,12506,117th Ave,West River Rd,Near side E,CHAMPLIN,Hennepin, ,N,N,Y,3/08 reroute - was 11WR,N, , , ,0,0,45.16624403,-93.3563399
248,12507,117th Ave,West River Rd P&R,Near side W,CHAMPLIN,Hennepin, ,N,Y,N,AX Adair - between P&R drives,Y,11WR, ,T142,1,1,45.16629522,-93.35736024
249,12480,117th Ave,Winnetka Ave,Near side W,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16642104,-93.38049608
250,12481,117th Ave,Winnetka Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,N, ,Y, , , ,1,1,45.16628104,-93.38117808
251,12474,117th Ave,Wisconsin Ave,Near side E,CHAMPLIN,Hennepin, ,N,N,Y,12/06 BS spacing - B. Bakke,N, , , ,0,0,45.16637294,-93.38525622
252,43857,117th Ave NE,3rd St NE,Across from E,BLAINE,Anoka,Need site check,N,N,Y,10/06 abandoned - Reroute 831,N, , , ,0,0,45.18246088,-93.26535006
253,43854,117th Ave NE,3rd St NE,Near side W,BLAINE,Anoka,Need site check,N,N,Y, ,Y, , , ,1,1,45.18254301,-93.26471695
254,43858,117th Ave NE,4th St NE,Across from E,BLAINE,Anoka,NS T-intersection,N,N,Y,10/06 abandoned - Reroute 831,N, , , ,0,0,45.18247599,-93.26368501
255,43860,117th Ave NE,Jefferson St,Near side E,BLAINE,Anoka,Need site check,N,N,Y,10/06 abandoned - Reroute 831,N, , , ,0,0,45.18253395,-93.25641725
256,43852,117th Ave NE,Terrace Rd,Across from W,BLAINE,Anoka,Need site check,N,N,Y, ,Y, , , ,1,1,45.18260601,-93.25855212
257,43859,117th Ave NE,Terrace Rd,Far side E,BLAINE,Anoka,Need site check,N,N,Y,10/06 abandoned - Reroute 831,N, , , ,0,0,45.18251212,-93.25855322
258,43855,117th Ave NE,University Ave NE,Near side W,BLAINE,Anoka,Elimintated S-20491 7/16,N,N,Y,Elimintated S-20491 7/16,N, , , ,0,0,45.18255704,-93.2658809
259,43856,117th Ave NE,University Ave NE,Far side E,BLAINE,Anoka,Need site check,N,N,Y,10/06 RT change,N, , , ,0,0,45.18243194,-93.26587484
260,52520,118th Ave NE,4th St NE,Near side E,BLAINE,Anoka, ,N,N,N, ,Y, , , ,1,1,45.18515398,-93.26219586
261,52521,118th Ave NE,Jefferson St NE,Near side E,BLAINE,Anoka, ,N,N,Y, ,Y, , , ,1,1,45.18510506,-93.25679004
262,52519,118th Ave NE,University Ave NE,Far side E,BLAINE,Anoka, ,N,N,Y, ,Y, , , ,1,1,45.18492413,-93.26548803
263,42482,119th Ave,Jonquil St,Across from W,COON RAPIDS,Anoka,Need site check,N,N,Y, ,Y, , , ,1,1,45.18676513,-93.34596419
264,43812,119th Ave,Jonquil St,Near side E,COON RAPIDS,Anoka,11/09 was FS = RI-5844,N,N,Y, ,Y, , , ,1,1,45.18661505,-93.34641606
265,43811,119th Ave,Marigold St NW,Far side E,COON RAPIDS,Anoka,Need site check,N,N,N, ,Y, , , ,1,1,45.18661402,-93.348384
266,42483,119th Ave,Marigold St NW,Far side W,COON RAPIDS,Anoka,Need site check,N,N,Y, ,Y, , , ,1,1,45.18673514,-93.3488682
267,42484,119th Ave,Pheasant Ridge Dr,Across from W,COON RAPIDS,Anoka,Need site check,N,N,Y,crosswalk FS T-intersection,Y, , , ,1,1,45.18673906,-93.35295408
268,43810,119th Ave,Pheasant Ridge Dr,Near side E,COON RAPIDS,Anoka,SNPB 4/00 was FS Round Lake,N,N,Y, ,Y, , , ,1,1,45.18661293,-93.35310503
269,42488,119th Ave,Round Lake Blvd,Near side W,COON RAPIDS,Anoka,10/09 - was NB/FS = 805/811 share - P. Brown,N,N,N, ,Y,119R, , ,1,1,45.18669821,-93.36302919
270,43806,119th Ave,Round Lake Blvd,Far side E,COON RAPIDS,Anoka,Need site check,N,N,N, ,Y,119R, , ,1,1,45.18656818,-93.36258908
271,43809,119th Ave,Silverod St,Far side E,COON RAPIDS,Anoka,Need site check,N,N,Y, ,Y, , , ,1,1,45.18663408,-93.35566006
272,42485,119th Ave,Silverod St,Far side W,COON RAPIDS,Anoka,Need site check,N,N,Y, ,Y, , , ,1,1,45.18674007,-93.35625123
273,43808,119th Ave,Tulip St,Far side E,COON RAPIDS,Anoka,Need site check,N,N,Y, ,Y, , , ,1,1,45.1866121,-93.35707796
274,43807,119th Ave,Vintage St,Across from E,COON RAPIDS,Anoka,Need site check,N,N,Y,NS T-intersection,Y, , , ,1,1,45.18659105,-93.36045491
275,42487,119th Ave,Vintage St,Far side W,COON RAPIDS,Anoka,Need site check,N,N,N, ,Y, , , ,1,1,45.18670703,-93.36075516
276,42486,119th Ave,Wedgewood Dr,Far side W,COON RAPIDS,Anoka,Need site check,N,N,Y, ,Y, , , ,1,1,45.18673514,-93.35774231
277,53388,119th Ave NW,9th Ave,Near side W,COON RAPIDS,Anoka, ,N,N,Y,3/12 abandoned,N, , , ,0,0,45.18673413,-93.37333087
278,53401,119th Ave NW,Blackfoot St,Near side E,COON RAPIDS,Anoka, ,N,N,Y,3/12 abandoned,N, , , ,0,0,45.18648197,-93.36748191
279,53400,119th Ave NW,Cree St,Across from E,COON RAPIDS,Anoka, ,N,N,Y,3/12 abandoned,N, , , ,0,0,45.18660797,-93.36969418
280,53387,119th Ave NW,Cree St,Near side W,COON RAPIDS,Anoka, ,N,N,Y,3/12 abandoned,N, , , ,0,0,45.18669801,-93.36940695
281,49760,11th Ave,#1965,Near side E,MAPLEWOOD,Ramsey,Need site check,N,N,Y, ,Y, , , ,1,1,45.01554006,-93.01777902
282,49747,11th Ave,#1975,Near side W,MAPLEWOOD,Ramsey,Need site check,N,N,Y, ,Y, , , ,1,1,45.01562107,-93.01726416
283,3873,11th Ave,1st St N,Near side E,NORTH SAINT PAUL,Ramsey,9/12 street signs 11th Ave west & Castle Ave east,N,N,Y,Castle Ave east of 1st St,Y, , , ,1,1,45.01553593,-92.99767698
284,3917,11th Ave,3rd St N,Near side W,NORTH SAINT PAUL,Ramsey, ,N,N,Y, ,Y, , , ,1,1,45.01559903,-93.00229612
285,3871,11th Ave,3rd St N,Near side E,NORTH SAINT PAUL,Ramsey, ,N,N,Y, ,Y, , , ,1,1,45.0154739,-93.00256491
286,3869,11th Ave,Ariel St N,Near side W,NORTH SAINT PAUL,Ramsey,Posted no parking,N,N,Y, ,Y, , , ,1,1,45.01540985,-93.01490288
287,5166,11th Ave,Ariel St N,Near side E,MAPLEWOOD,Ramsey, ,N,N,Y, ,Y, , , ,1,1,45.01527595,-93.0152549
288,3867,11th Ave,Cottage Dr,Across from W,NORTH SAINT PAUL,Ramsey,Posted no parking,N,N,Y,FS at crosswalk,N, , , ,0,0,45.01541182,-93.01197309
289,3812,11th Ave,Cottage Dr,Near side E,NORTH SAINT PAUL,Ramsey,Posted no parking,N,N,Y, ,N, , , ,0,0,45.01528398,-93.01206622
290,3866,11th Ave,McKnight 36 Plaza,Across from W,NORTH SAINT PAUL,Ramsey,Posted no parking,N,N,Y,AX Target #2199 Hwy 36,Y, , , ,1,1,45.01554493,-93.00936315
291,3813,11th Ave,McKnight 36 Plaza,Near side E,NORTH SAINT PAUL,Ramsey, ,N,N,Y,Target #2199 Hwy 36,Y, , , ,1,1,45.01540496,-93.00930818
292,3918,11th Ave,McKnight Rd,Near side W,NORTH SAINT PAUL,Ramsey,"sodded at b/s sign, s/w at McKnight",N,N,N, ,Y, , , ,1,1,45.01556692,-93.00455327
293,3870,11th Ave,McKnight Rd,Far side E,NORTH SAINT PAUL,Ramsey, ,N,N,Y, ,Y, , , ,1,1,45.01544999,-93.00444221
294,49748,11th Ave,White Bear Ave,Near side W,MAPLEWOOD,Ramsey, ,N,N,Y, ,Y,11WH, , ,1,1,45.01574195,-93.01959611
295,49910,11th Ave,White Bear Ave,Far side E,MAPLEWOOD,Ramsey, ,N,N,Y, ,Y,11WH, , ,1,1,45.01553594,-93.019328
296,16049,11th Ave (Johnson St),Hennepin Ave E,Near side N,MINNEAPOLIS,Hennepin, ,N,N,Y,Porkchop island,Y,JOEH, , ,1,1,44.99136305,-93.23581498
297,49439,11th Ave - Node,5th St S,Far side S,MINNEAPOLIS,Hennepin, ,Y,N,N,Node Only - No Stop,N,5S11, , ,0,0,44.97180207,-93.25628622
298,3613,11th Ave S,#1001-1015,Across from S,HOPKINS,Hennepin, ,N,N,N,ADA = driveway,Y, , , ,1,1,44.90762816,-93.41432214
299,4803,11th Ave S,#1001-1015,Near side N,HOPKINS,Hennepin, ,N,N,Y,ADA = driveway,Y, , , ,1,1,44.90742005,-93.41411796
300,3612,11th Ave S,#1114,Near side S,HOPKINS,Hennepin, ,N,N,N,ADA = driveway,Y, , , ,1,1,44.90916995,-93.41432207
301,3607,11th Ave S,#410,Far side S,HOPKINS,Hennepin, ,N,N,Y,2nd Driveway,Y, , , ,1,1,44.91792013,-93.41437215
302,4804,11th Ave S,#921-941,Near side N,HOPKINS,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.90917001,-93.41415523
303,15652,11th Ave S,14th St E,Near side S,MINNEAPOLIS,Hennepin, ,N,N,Y,11/13 spacing,N, , , ,0,0,44.9689452,-93.25824591
304,15644,11th Ave S,15th St E,Near side N,MINNEAPOLIS,Hennepin,8/14 add 1115 time point,N,N,Y, ,Y,1115, , ,1,1,44.96788087,-93.25809822
305,15655,11th Ave S,15th St E,Near side S,MINNEAPOLIS,Hennepin,8/14 add 1115 time point,N,N,Y, ,Y,1115, , ,1,1,44.96807414,-93.25829805
306,15642,11th Ave S,17th St E,Far side N,MINNEAPOLIS,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.96693212,-93.25807304
307,15656,11th Ave S,17th St E,Near side S,MINNEAPOLIS,Hennepin,10/14 US Bench,N,N,Y, ,Y, , , ,1,1,44.96655612,-93.2582693
308,15640,11th Ave S,18th St E,Near side N,MINNEAPOLIS,Hennepin, ,N,N,Y, ,N, , , ,0,0,44.96507401,-93.25807828
309,15658,11th Ave S,18th St E,Far side S,MINNEAPOLIS,Hennepin, ,N,N,Y, ,N, , , ,0,0,44.96508399,-93.25828501
310,15638,11th Ave S,19th St E,Near side N,MINNEAPOLIS,Hennepin,Reactivated for Rt 14 8/18,N,N,Y,1/06 update deletion 3/04,Y, , , ,1,1,44.96383901,-93.25808821
311,15660,11th Ave S,19th St E,Far side S,MINNEAPOLIS,Hennepin,Reactivated for Rt 14 8/18,N,N,Y,1/06 update deletion 3/04,N, , , ,1,1,44.96362098,-93.25828707
312,4809,11th Ave S,5th St S,Across from N,HOPKINS,Hennepin,Yellow curb,N,N,Y, ,Y, , , ,1,1,44.91691521,-93.41417995
313,3608,11th Ave S,6th St S,Across from S,HOPKINS,Hennepin, ,N,N,Y,ADA = driveway,Y, , , ,1,1,44.91572989,-93.41438428
314,4808,11th Ave S,6th St S,Near side N,HOPKINS,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.91514016,-93.41418494
315,4807,11th Ave S,7th St S,Near side N,HOPKINS,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.91332207,-93.4141962
316,17891,11th Ave S,7th St S,Near side S,MINNEAPOLIS,Hennepin,10/14 US Bench list,Y,N,Y, ,Y, , , ,1,1,44.97071012,-93.25721408
317,3609,11th Ave S,7th St S,Near side S,HOPKINS,Hennepin,Posted no parking,N,N,Y,ADA = driveway,Y, , , ,1,1,44.91361008,-93.41438526
318,15648,11th Ave S,8th St S,Near side N,MINNEAPOLIS,Hennepin,8/14 was 118S time point,N,N,Y, ,Y,118S, , ,1,1,44.96916504,-93.25808116
319,15650,11th Ave S,8th St S,Near side S,MINNEAPOLIS,Hennepin,8/14 was 118S,N,N,Y, ,Y,118S, , ,1,1,44.9697301,-93.25803994
320,4806,11th Ave S,Landmark Trail N,Across from N,HOPKINS,Hennepin,10/13 was Terrace - TIC,N,N,Y,at crosswalk,Y, , , ,1,1,44.912128,-93.41417914
321,3610,11th Ave S,Landmark Trail N,Near side S,HOPKINS,Hennepin,10/13 was Terrace - TIC,N,N,Y, ,Y, , , ,1,1,44.91213316,-93.41434716
322,53042,11th Ave S,Mainstreet,Near side N,HOPKINS,Hennepin, ,N,N,Y, ,Y,MS11, , ,1,1,44.92425602,-93.41388322
323,52914,11th Ave S,Mainstreet,Far side S,HOPKINS,Hennepin, ,N,N,Y, ,Y,MS11, , ,1,1,44.9241572,-93.41405129
324,3606,11th Ave S,Scherer Brothers,Far side S,HOPKINS,Hennepin,3/09 was Justus Lumber,N,N,Y,#330 & AX Wendys,Y, , , ,1,1,44.91956716,-93.41431912
325,3611,11th Ave S,Wagon Wheel Rd,Near side S,HOPKINS,Hennepin, ,N,N,Y,AX Westbrooke at x-walk,Y, , , ,1,1,44.91058309,-93.41437124
326,4810,11th Ave S,Wendys,Near side N,HOPKINS,Hennepin,3/09 was Justus Lumber,N,N,Y,AX #330 - Scherer Brothers,Y, , , ,0,0,44.91949518,-93.41403517
327,4805,11th Ave S,Westbrooke Way,Far side N,HOPKINS,Hennepin, ,N,N,Y,FS crosswalk,Y, , , ,1,1,44.91093995,-93.41416794
328,56766,11th Ave SE,4th St SE,Far side S,MINNEAPOLIS,Hennepin,"Old sign, new stop ID 8/18",N,N,Y, ,Y, , , ,0,0,44.98182095,-93.24027712
329,16048,11th Ave SE,Talmage Ave,Near side N,MINNEAPOLIS,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.98954306,-93.23584621
330,50453,11th St,Hennepin Ave,Near side W,MINNEAPOLIS,Hennepin,9/09-2/10 was MB (see #19330 11HA),Y,N,Y,8/14 was 11HE - Node Only,N, , , ,0,0,44.97471487,-93.27853523
331,48717,11th St - Node,2nd Ave S,Near side W,MINNEAPOLIS,Hennepin,5/10 = 684 via 35W (Stop F),Y,N,Y,Node Only - No Stop,N,112A, , ,0,0,44.97179799,-93.27247525
