FID,site_id,site_on,site_at,corn_desc,city,county,publiccomm,dt_zone,parkride,adaaccess,ada_comm,busstop_yn,node_id,gate,T_Code,board_flag,alight_fla,Lat,Long
8953,40551,Excelsior Blvd,Woodland Rd,Near side W,MINNETONKA,Hennepin, ,N,N,N,ADA = street,Y, , , ,1,1,44.9037981,-93.48289792
8954,40552,Excelsior Blvd,Woodland Rd,Near side E,MINNETONKA,Hennepin,Deleted 7/17,N,N,Y,Deleted 7/17,N,NULL, , ,0,0,44.90374304,-93.48333915
8955,20165,Excelsior Blvd,Woodridge Rd,Across from E,MINNETONKA,Hennepin, ,N,N,N,FS intersection + ADA = driveway,Y, , , ,1,1,44.90916898,-93.4569371
8956,41328,Excelsior Blvd,Woodridge Rd,Near side W,MINNETONKA,Hennepin, ,N,N,N,ADA = street,Y, , , ,1,1,44.90930814,-93.45691819
8957,52849,Excelsior Blvd,Xenwood Av,Near side W,SAINT LOUIS PARK,Hennepin,9/07 Temp BS during construction,N,N,Y,12/07 eliminated,N, , , ,0,0,44.92992301,-93.35134912
8958,4849,Excelsior Blvd,Yosemite Ave,Near side E,SAINT LOUIS PARK,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.92909503,-93.35335326
8959,3544,Excelsior Blvd,Yosemite Ave,Far side W,SAINT LOUIS PARK,Hennepin,yellow curb,N,N,Y, ,Y, , , ,1,1,44.92926888,-93.35346331
8960,52156,Exchange,Eagle / Chestnut,Mid block W,SAINT PAUL,Ramsey,6/05 D-19859 BTR 8/05 + 3/06 detour,Y,N,Y,2011 last used - was WLAY Fair layover,N, , , ,0,0,44.94286705,-93.10214734
8961,53144,Express Scripts,Cecilia Circle,Far side E,EDINA,Hennepin,9/11 new CECR - 12/08 new - 540C,N,N,N, ,Y,CECR, , ,1,1,44.86168509,-93.3659113
8962,47141,Fairfield Rd,#11367,Across from W,MINNETONKA,Hennepin,NEED SITE CHECK,N,N,N,AX Crown Ridge Apts,Y, , , ,1,1,44.97501391,-93.42321905
8963,47145,Fairfield Rd,#11700,Far side N,MINNETONKA,Hennepin,NEED SITE CHECK,N,N,Y, ,Y, , , ,1,1,44.97193203,-93.42772819
8964,47149,Fairfield Rd,Co Rd 73 (Hopkins Crossroad),Near side E,MINNETONKA,Hennepin,NEED SITE CHECK,N,N,Y, ,Y,SFAI, , ,1,1,44.97491901,-93.42091093
8965,47140,Fairfield Rd,Co Rd 73 (Hopkins Crossroad),Far side W,MINNETONKA,Hennepin,NEED SITE CHECK,N,N,N, ,Y,SFAI, , ,1,1,44.97502609,-93.42111818
8966,47148,Fairfield Rd,Crown Ridge Apts,Far side E,MINNETONKA,Hennepin,NEED SITE CHECK,N,N,Y,FS #11367,Y, , , ,1,1,44.9749311,-93.42321806
8967,47142,Fairfield Rd,Fairfield Circle,Across from S,MINNETONKA,Hennepin,CIRCLE #1 OR #2 ??,N,N,N, ,Y, , , ,1,1,44.97413615,-93.42677008
8968,47147,Fairfield Rd,Fairfield Circle,Near side N,MINNETONKA,Hennepin,NEED SITE CHECK,N,N,Y,by mailboxes,Y, , , ,1,1,44.97440595,-93.42637931
8969,47146,Fairfield Rd,Fairfield Way,Far side N,MINNETONKA,Hennepin,NEED SITE CHECK,N,N,Y, ,Y, , , ,1,1,44.97341611,-93.42731514
8970,47143,Fairfield Rd,Fairfield Way,Across from S,MINNETONKA,Hennepin,NEED SITE CHECK,N,N,N,AX mailboxes,Y, , , ,1,1,44.97343505,-93.42745097
8971,47144,Fairfield Rd,Wayzata Blvd N,Near side S,MINNETONKA,Hennepin,NEED SITE CHECK,N,N,Y, ,Y, , , ,1,1,44.97144598,-93.42783427
8972,49382,Fairfield Rd,Willoughby / Co Rd 73,Mid block W,MINNETONKA,Hennepin,3/07 - FACO last used,N,N,Y,FS Crescent Ridge exit,Y, , , ,0,0,44.97505401,-93.41994019
8973,52316,Fairoak Av,Hwy 10,Near side S,ANOKA,Anoka, ,N,N,Y,12/07 abandoned,N, , , ,0,0,45.20796618,-93.40545511
8974,52317,Fairoak Ave,Jacob Lane,Near side N,ANOKA,Anoka,12/07 was NB Fairoak MB Hwy 10 / Jacob (E.Smith RI-2618),N,N,N, ,Y,JAFO, , ,1,1,45.20845289,-93.40466994
8975,53193,Fairview Av,Hampshire Av N,Near side W,CRYSTAL,Hennepin,5/09 Sat 716 svc,N,N,Y,Last used 12/09,N, , , ,0,0,45.04371719,-93.36506198
8976,53190,Fairview Av,Hampshire Av N,Near side E,CRYSTAL,Hennepin,3/09 Sat 716 svc,N,N,Y,Last used 12/09,N, , , ,0,0,45.04364389,-93.36540714
8977,53195,Fairview Av,Louisiana Av,Near side W,CRYSTAL,Hennepin,5/09 Sat 716 svc,N,N,Y,9/09 last used FALO,N, , , ,0,0,45.04372005,-93.37013124
8978,45465,Fairview Ave,#2487,Near side S,ROSEVILLE,Ramsey,6/13 recycled A-12603,N,N,N,Party City?,Y, , , ,1,1,45.01595495,-93.17716111
8979,45463,Fairview Ave,#2621,Near side S,ROSEVILLE,Ramsey,SNPB was AX - 4/01 TIC says NS,N,N,N,200 ft south of CoRd C & RR tracks,Y,FACC, , ,1,1,45.02014902,-93.17722114
8980,42169,Fairview Ave,Beechwood Ave,Near side N,SAINT PAUL,Ramsey, ,N,N,Y, ,N, , , ,0,0,44.91503805,-93.17710517
8981,42174,Fairview Ave,Beechwood Ave,Near side S,SAINT PAUL,Ramsey, ,N,N,Y, ,N, , , ,0,0,44.91539807,-93.17726122
8982,42170,Fairview Ave,Bohland Ave,Near side N,SAINT PAUL,Ramsey, ,N,N,Y,8/14 D-15588,Y, , , ,1,1,44.91599208,-93.17711316
8983,42173,Fairview Ave,Bohland Ave,Near side S,SAINT PAUL,Ramsey, ,N,N,Y,8/14 D-15588,Y, , , ,1,1,44.91629917,-93.17727121
8984,4055,Fairview Ave,Co Rd B,Far side N,ROSEVILLE,Ramsey,11/08 was FS Children's World - P.Brown,N,N,Y,#2186 - Kindercare Learning Ctr,Y,FVCB, , ,1,1,45.00701192,-93.17681098
8985,45468,Fairview Ave,Co Rd B,Near side S,ROSEVILLE,Ramsey, ,N,N,Y, ,Y,FVCB, , ,1,1,45.00630494,-93.17708023
8986,52173,Fairview Ave,Co Rd C,Near side N,ROSEVILLE,Ramsey, ,N,N,Y,100 ft back - RR tracks,Y,FACC, , ,1,1,45.02084999,-93.17694089
8987,53235,Fairview Ave,Douglas Dr,Near side E,CRYSTAL,Hennepin,6/09 new 716 Sat - B.Bakke,N,N,Y,3/10 abandoned,N, , , ,0,0,45.04363915,-93.36035616
8988,53192,Fairview Ave,Florida Ave N,Near side W,CRYSTAL,Hennepin,3/09 Sat 716 svc,N,N,Y,3/10 abandoned,N, , , ,0,0,45.04372607,-93.3625271
8989,53191,Fairview Ave,Florida Ave N,Near side E,CRYSTAL,Hennepin,3/09 Sat 716 svc,N,N,Y,3/10 abandoned,N, , , ,0,0,45.04364601,-93.36285203
8990,3951,Fairview Ave,Gluek Lane,Far side S,ROSEVILLE,Ramsey, ,N,N,Y, ,Y, , , ,1,1,45.00768592,-93.17708106
8991,42171,Fairview Ave,Hillcrest Ave,Near side N,SAINT PAUL,Ramsey, ,N,N,Y, ,N, , , ,0,0,44.91689312,-93.17709933
8992,42172,Fairview Ave,Hillcrest Ave,Near side S,SAINT PAUL,Ramsey, ,N,N,Y, ,N, , , ,0,0,44.91721309,-93.17724703
8993,53194,Fairview Ave,Jersey Ave N,Near side W,CRYSTAL,Hennepin,5/09 Sat 716 svc,N,N,Y,12/09 last used,N, , , ,0,0,45.04372302,-93.36759505
8994,53189,Fairview Ave,Jersey Ave N,Near side E,CRYSTAL,Hennepin,6/09 Sat 716 svc,N,N,Y,12/09 last used,N, , , ,0,0,45.04364211,-93.36792505
8995,51368,Fairview Ave,Larpenteur Ave,Far side N,FALCON HEIGHTS,Ramsey,Need site check,N,N,Y, ,Y, , , ,1,1,44.99232814,-93.17687594
8996,51373,Fairview Ave,Larpenteur Ave,Near side S,FALCON HEIGHTS,Ramsey,Need site check,N,N,Y, ,Y, , , ,1,1,44.99192415,-93.17710203
8997,45464,Fairview Ave,Oakcrest Ave,Near side S,ROSEVILLE,Ramsey, ,N,N,Y, ,Y, , , ,1,1,45.01824794,-93.1772022
8998,42167,Fairview Ave,Rome Ave,Near side N,SAINT PAUL,Ramsey, ,N,N,Y, ,N, , , ,0,0,44.91331606,-93.17710102
8999,42176,Fairview Ave,Rome Ave,Near side S,SAINT PAUL,Ramsey, ,N,N,N, ,N, , , ,0,0,44.91359101,-93.17725515
9000,52172,Fairview Ave,Rose Ave,Near side N,ROSEVILLE,Ramsey,1/07 was Oakcrest,N,N,Y,AX Oakcrest shelter,Y, , , ,1,1,45.01836591,-93.17699911
9001,591,Fairview Ave,Rosedale / Co Rd B-2,Mid block N,ROSEVILLE,Ramsey,12/08 too far from ROPR,N,N,Y,FS driveway,Y, , , ,1,1,45.01343105,-93.17678111
9002,3950,Fairview Ave,Rosedale Marketplace,Near side S,ROSEVILLE,Ramsey, ,N,N,Y,ADA = driveway,Y, , , ,1,1,45.01309414,-93.17710623
9003,51369,Fairview Ave,Roselawn Ave,Near side N,FALCON HEIGHTS,Ramsey,Need site check,N,N,Y, ,Y, , , ,1,1,44.99873404,-93.17685391
9004,51372,Fairview Ave,Roselawn Ave,Near side S,ROSEVILLE,Ramsey,Need site check,N,N,N, ,Y, , , ,1,1,44.99914095,-93.17707592
9005,42168,Fairview Ave,Saunders Ave,Near side N,SAINT PAUL,Ramsey, ,N,N,Y,8/14 D-15588,Y, , , ,1,1,44.91418906,-93.17711029
9006,42175,Fairview Ave,Saunders Ave,Near side S,SAINT PAUL,Ramsey, ,N,N,Y,8/14 D-15588,Y, , , ,1,1,44.91445501,-93.17726402
9007,51370,Fairview Ave,Skillman Ave,Near side N,ROSEVILLE,Ramsey,Need site check,N,N,Y, ,Y, , , ,1,1,45.00286813,-93.17688832
9008,51371,Fairview Ave,Skillman Ave,Near side S,ROSEVILLE,Ramsey,Need site check,N,N,N, ,Y, , , ,1,1,45.00263189,-93.17702209
9009,52787,Fairview Ave N,Blair Ave,Near side N,SAINT PAUL,Ramsey, ,N,N,Y, ,Y, , , ,1,1,44.9609861,-93.177107
9010,52790,Fairview Ave N,Blair Ave,Far side S,SAINT PAUL,Ramsey, ,N,N,Y, ,Y, , , ,1,1,44.96098995,-93.17729593
9011,52788,Fairview Ave N,Minnehaha Ave,Near side N,SAINT PAUL,Ramsey,7/10 US Bench = corner 6,N,N,Y, ,Y, , , ,1,1,44.96277313,-93.17713215
9012,52789,Fairview Ave N,Minnehaha Ave,Far side S,SAINT PAUL,Ramsey, ,N,N,Y, ,Y, , , ,1,1,44.96264711,-93.17735834
9013,52786,Fairview Ave N,Thomas Ave,Near side N,SAINT PAUL,Ramsey, ,N,N,Y, ,Y, , , ,1,1,44.95906408,-93.17710615
9014,52791,Fairview Ave N,Thomas Ave,Near side S,SAINT PAUL,Ramsey, ,N,N,Y, ,Y, , , ,1,1,44.95909689,-93.17731292
9015,52785,Fairview Ave N,University Ave,Far side N,SAINT PAUL,Ramsey, ,N,N,Y, ,Y,FAUN, , ,1,1,44.95631509,-93.17708413
9016,52792,Fairview Ave N,University Ave,Near side S,SAINT PAUL,Ramsey, ,N,N,Y, ,Y,FAUN, , ,1,1,44.95612815,-93.17729528
9017,56037,Fairview Ave Station, ,Near side W,SAINT PAUL,Ramsey,2014 cclrt,N,N,Y, ,Y,FAUN, , ,1,1,44.95640915,-93.17870699
9018,56007,Fairview Ave Station, ,Near side E,SAINT PAUL,Ramsey,2014 CCLRT,N,N,Y, ,Y,FAUN, , ,1,1,44.95638607,-93.17872898
9019,53801,Family of Christ Lutheran P&R,Buchanan St,Near side N,HAM LAKE,Anoka,8/14 new P&R,N,Y,Y,P&R in east lot,N,NULL, , ,0,0,45.26801598,-93.24165606
9020,56696,Fenway Ave N,199th St N,Near side N,FOREST LAKE,Washington,NEW JUN18,N,N,N, ,Y, , , ,0,0,45.23949194,-92.99891217
9021,56695,Fenway Ave N,200th St N,Near side S,FOREST LAKE,Washington,New for JUN18,N,N,N, ,Y, , , ,0,0,45.24030595,-92.99909117
9022,52884,Fenway Ave N,202nd St N,Across from N,FOREST LAKE,Washington,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.24309715,-92.99890305
9023,52882,Fenway Ave N,202nd St N,Near side S,FOREST LAKE,Washington, ,N,N,N, ,Y, , , ,0,0,45.24337809,-92.99904525
9024,52886,Fenway Ave N,206th St N,Near side N,FOREST LAKE,Washington,1/2010 no T-sign = MTS,N,N,N, ,Y,FWY2, , ,0,0,45.24781216,-92.99882918
9025,52880,Fenway Ave N,206th St N,Near side S,FOREST LAKE,Washington, ,N,N,N, ,Y,FWY2, , ,0,0,45.24807113,-92.99908786
9026,52885,Fenway Ave N,Fenston Ave N,Near side N,FOREST LAKE,Washington,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.24532611,-92.99889103
9027,52881,Fenway Ave N,Fenston Ave N,Near side S,FOREST LAKE,Washington, ,N,N,N, ,Y, , , ,0,0,45.24559688,-92.99904903
9028,50445,Fernbrook Lane,13th Ave N,Near side S,PLYMOUTH,Hennepin, ,N,N,Y,3/06 abandoned,N, , , ,0,0,44.99299398,-93.46162417
9029,45016,Fernbrook Lane,17th Ave N,Across from N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.99772104,-93.46140926
9030,44942,Fernbrook Lane,17th Ave N,Near side S,PLYMOUTH,Hennepin,8/14 + C6FE to delete #44943 Node only,N,N,Y, ,Y,C6FE, , ,0,0,44.99792397,-93.46164903
9031,45017,Fernbrook Lane,18th Ave N,Across from N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.9989051,-93.46144503
9032,44941,Fernbrook Lane,18th Ave N,Near side S,PLYMOUTH,Hennepin,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,44.99906793,-93.46162815
9033,45108,Fernbrook Lane,19th Ave N,Across from N,PLYMOUTH,Hennepin,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.00010615,-93.46144198
9034,45098,Fernbrook Lane,19th Ave N,Near side S,PLYMOUTH,Hennepin,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.00030705,-93.46162719
9035,45109,Fernbrook Lane,21st Ave N,Near side N,PLYMOUTH,Hennepin,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.00136012,-93.46142033
9036,45097,Fernbrook Lane,21st Ave N,Near side S,PLYMOUTH,Hennepin,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.00158999,-93.46163013
9037,45110,Fernbrook Lane,23rd Ave N,Near side N,PLYMOUTH,Hennepin,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.00378205,-93.46142924
9038,45096,Fernbrook Lane,23rd Ave N,Near side S,PLYMOUTH,Hennepin,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.00408406,-93.4616541
9039,45095,Fernbrook Lane,25th Ave N,Across from S,PLYMOUTH,Hennepin,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.00673613,-93.46160611
9040,45111,Fernbrook Lane,25th Ave N,Near side N,PLYMOUTH,Hennepin,1/2010 no T-sign = MTS,N,N,Y, ,Y, , , ,0,0,45.006534,-93.46143623
9041,44726,Fernbrook Lane,35th Ave N,Across from S,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02139499,-93.46147715
9042,44785,Fernbrook Lane,35th Ave N,Near side N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02117903,-93.46127804
9043,44787,Fernbrook Lane,38th Ave N,Across from N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02528798,-93.46124605
9044,44724,Fernbrook Lane,38th Ave N,Near side S,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02550814,-93.4614301
9045,44723,Fernbrook Lane,39th Ave N,Across from S,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02657514,-93.46145022
9046,44788,Fernbrook Lane,39th Ave N,Near side N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02634598,-93.46124414
9047,44789,Fernbrook Lane,40th Ave N,Near side N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02738398,-93.46124625
9048,44722,Fernbrook Lane,40th Ave N,Near side S,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02762308,-93.46142196
9049,48420,Fernbrook Lane,42nd Ave N,Near side S,PLYMOUTH,Hennepin,Need site check,N,N,Y,AX Empire,Y, , , ,0,0,45.03220518,-93.46143008
9050,50360,Fernbrook Lane,43rd Ave N,Near side N,PLYMOUTH,Hennepin, ,N,N,Y,STREET,Y, , , ,0,0,45.03442196,-93.46125708
9051,47630,Fernbrook Lane,43rd Ave N,Near side S,PLYMOUTH,Hennepin,NEED SITE CHECK,N,N,Y, ,Y, , , ,0,0,45.03460315,-93.46144123
9052,50361,Fernbrook Lane,44th Ave N,Across from N,PLYMOUTH,Hennepin, ,N,N,N, ,Y, , , ,0,0,45.03555697,-93.46128905
9053,47652,Fernbrook Lane,44th Ave N,Near side S,PLYMOUTH,Hennepin,NEED SITE CHECK,N,N,Y, ,Y, , , ,0,0,45.03577301,-93.46146802
9054,50362,Fernbrook Lane,44th Place N,Near side N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.03716994,-93.46130595
9055,48153,Fernbrook Lane,45th Ave N,Near side S,PLYMOUTH,Hennepin,Need site check,N,N,Y, ,Y, , , ,0,0,45.03781317,-93.46149724
9056,50363,Fernbrook Lane,46th Ave N,Across from N,PLYMOUTH,Hennepin, ,N,N,N, ,Y, , , ,0,0,45.03857708,-93.46133617
9057,47692,Fernbrook Lane,46th Ave N,Near side S,PLYMOUTH,Hennepin,NEED SITE CHECK,N,N,Y, ,Y, , , ,0,0,45.03878516,-93.46152512
9058,50364,Fernbrook Lane,46th Place N,Near side N,PLYMOUTH,Hennepin, ,N,N,Y,STREET,Y, , , ,0,0,45.03950914,-93.46135725
9059,47691,Fernbrook Lane,47th Ave N,Near side S,PLYMOUTH,Hennepin,NEED SITE CHECK,N,N,Y, ,Y, , , ,0,0,45.04062194,-93.46156198
9060,48152,Fernbrook Lane,48th Ave N,Near side S,PLYMOUTH,Hennepin,Need site check,N,N,Y,Between Empire / Glacier,Y, , , ,0,0,45.04168007,-93.46161505
9061,45124,Fernbrook Lane,Annapolis Lane,Near side N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y,FE34, , ,0,0,45.01819103,-93.46123209
9062,44725,Fernbrook Lane,Dallas Lane,Across from S,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02276014,-93.46145092
9063,44786,Fernbrook Lane,Dallas Lane,Near side N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.02258303,-93.4612831
9064,50365,Fernbrook Lane,Empire Lane,Near side N,PLYMOUTH,Hennepin, ,N,N,Y,Savannah entrance,Y, , , ,0,0,45.04080299,-93.46137692
9065,50366,Fernbrook Lane,Empire Lane (N),Near side N,PLYMOUTH,Hennepin, ,N,N,Y,STREET,Y, , , ,0,0,45.04276701,-93.46137912
9066,50359,Fernbrook Lane,Empire Lane (S),Near side N,PLYMOUTH,Hennepin, ,N,N,Y,AX 42nd Ave N,Y, , , ,0,0,45.03200698,-93.46124619
9067,45123,Fernbrook Lane,Harbor Lane,Far side N,PLYMOUTH,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.01445416,-93.4613219
9068,45077,Fernbrook Lane,Harbor Lane,Near side S,PLYMOUTH,Hennepin,Need site check,N,N,Y, ,Y, , , ,0,0,45.01435302,-93.46162326
9069,44778,Fernbrook Lane,Hwy 55,Far side N,PLYMOUTH,Hennepin, ,N,N,Y,12/04 last used,N, , , ,0,0,45.01278898,-93.46130117
9070,50358,Fernbrook Lane,Rockford Rd (Co Rd 9),Far side N,PLYMOUTH,Hennepin, ,N,N,N, ,Y,C9FE, , ,0,0,45.02965721,-93.46111599
9071,44943,Fernbrook Lane - Node Co Rd 6, ,Near side S,PLYMOUTH,Hennepin,2/12 bad stop - left turn,N,N,Y,Node Only - No Stop,N,C6FE, , ,0,0,44.9973922,-93.46165529
9072,44733,Fernbrook Ln,Hwy 55,Near side S,PLYMOUTH,Hennepin, ,N,N,Y,12/04 last used,N, , , ,0,0,45.01361898,-93.4616529
9073,52816,Ferndale Rd,Lake St W,Far side N,WAYZATA,Hennepin, ,N,N,N,ADA at driveway,Y, , , ,0,0,44.97089308,-93.52258929
9074,52817,Ferndale Rd,Lake St W,Near side S,WAYZATA,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.97066305,-93.52273406
9075,5194,Ferndale St,Ivy Ave,Far side S,MAPLEWOOD,Ramsey,was on Ivy NS Ferndale,N,N,N, ,Y, , , ,1,1,44.98097304,-92.98986712
9076,5195,Ferndale St,Ivy Ave / Maryland Ave,Mid block S,MAPLEWOOD,Ramsey, ,N,N,N, ,Y, , , ,1,1,44.97946585,-92.98985724
9077,5196,Ferndale St,Maryland Ave,Near side S,MAPLEWOOD,Ramsey, ,N,N,N, ,Y, , , ,1,1,44.97782092,-92.98986616
9078,12393,Ferry St,Benton St,Across from N,ANOKA,Anoka, ,N,N,Y, ,Y, , , ,1,1,45.19603993,-93.39390885
9079,12390,Ferry St,Benton St,Near side S,ANOKA,Anoka, ,N,N,Y, ,Y, , , ,0,0,45.19630904,-93.39415528
9080,12394,Ferry St,Fremont St,Across from N,ANOKA,Anoka, ,N,N,Y, ,Y, , , ,1,1,45.1977579,-93.3931489
9081,12389,Ferry St,Fremont St,Near side S,ANOKA,Anoka, ,N,N,Y, ,Y, , , ,0,0,45.19803207,-93.39328511
9082,12388,Ferry St,Main St,Far side S,ANOKA,Anoka, ,N,N,Y, ,Y, , , ,0,0,45.19862314,-93.39301786
9083,53721,Fillmore Ave,Wabasha St,Near side W,SAINT PAUL,Ramsey, ,Y,N,Y,8/13 was FIWA Node Only,N, , , ,0,0,44.93955803,-93.08933521
9084,47816,Fillmore Ave (Bayfield),Plato Blvd,Near side E,SAINT PAUL,Ramsey,3/11 reality - E. Kelly,N,N,N, ,Y, , , ,1,1,44.94264088,-93.07239001
9085,42881,Fillmore Ave E,Eva St,Far side W,SAINT PAUL,Ramsey,Need site check,N,N,Y,AT&T,Y,FRPP, , ,1,1,44.94232593,-93.08281305
9086,10041,Fillmore Ave E,Lafayette Rd E,Mid block E,SAINT PAUL,Ramsey,4/11 closed S-7841,N,N,N, ,Y, , , ,1,1,44.94383114,-93.07544022
9087,9750,Fillmore Ave E,Lafayette Rd E,Near side W,SAINT PAUL,Ramsey,POSTED NO PARKING,N,N,N, ,Y, , , ,1,1,44.94406112,-93.07574613
9088,42880,Fillmore Ave E,Lafayette Rd W,Across from W,SAINT PAUL,Ramsey,3/11 - BS sign per E. Kelly,N,N,N,Solange Auto Service,Y, , , ,1,1,44.94372289,-93.07843936
9089,10040,Fillmore Ave E,Lafayette Rd W,Near side E,SAINT PAUL,Ramsey, ,N,N,N, ,Y, , , ,1,1,44.94360607,-93.07841017
9090,9749,Fillmore Ave E,Ridder Circle,Near side N,SAINT PAUL,Ramsey,POSTED NO PARKING,N,N,N, ,Y, , , ,1,1,44.94354703,-93.07351306
9091,10042,Fillmore Ave E,Ridder Circle,Near side S,SAINT PAUL,Ramsey, ,N,N,N, ,Y, , , ,1,1,44.94348393,-93.073921
9092,9753,Fillmore Ave E,Robert St,Near side W,SAINT PAUL,Ramsey, ,Y,N,Y, ,Y,FILL, , ,1,1,44.94146512,-93.08482929
9093,10037,Fillmore Ave E,Robert St,Far side E,SAINT PAUL,Ramsey, ,Y,N,Y, ,Y,FILL, , ,1,1,44.9414851,-93.08447202
9094,9751,Fillmore Ave E,State St,Near side W,SAINT PAUL,Ramsey,POSTED NO PARKING,N,N,N, ,Y, , , ,1,1,44.94341887,-93.08003021
9095,10039,Fillmore Ave E,State St,Near side E,SAINT PAUL,Ramsey, ,N,N,N, ,Y, , , ,1,1,44.94320599,-93.08039193
9096,49144,First Bank Dr,Litt Can Transit #2,Near side E,LITTLE CANADA,Ramsey,10/2011 shelter in Allstop,N,N,N,2003 eliminated,N, , ,T607,0,0,45.02727492,-93.10443501
9097,51214,First Baptist P&R,Buffalo / NW Av,Far side N,WHITE BEAR TOWNSHIP,Ramsey, ,N,N,N,No bus svc - No P&R #77 - 9/04,N, , , ,0,0,45.10477911,-92.99199011
9098,53245,First Transit,#2180 - 108th Lane NE,Near side E,BLAINE,Anoka,6/09 - AVL location,N,N,N,AVL for PO / PI 6/09,N,FTBL, , ,0,0,45.16710699,-93.21503499
9099,53247,First Transit,#3204 Como Ave SE,Near side E,MINNEAPOLIS,Hennepin, ,N,N,N,AVL for PO / PI 6/09,N,FTCO, , ,0,0,44.98799296,-93.20946318
9100,53246,First Transit,#3400 Spring St NE,Near side E,MINNEAPOLIS,Hennepin, ,N,N,N,AVL for PO / PI 6/09,N,FTSP, , ,0,0,44.99517896,-93.21285821
9101,47466,Fish Lake Rd,Hwy 494,Near side W,MAPLE GROVE,Hennepin, ,N,N,N,Node Only - No Stop,N,I4FI, , ,0,0,45.08067618,-93.44619024
9102,47467,Fish Lake Rd,Hwy 494,Near side E,MAPLE GROVE,Hennepin, ,N,N,N,Node Only - No Stop,N,I4FI, , ,0,0,45.08084595,-93.4471121
9103,56256,Fish Lake Rd,Sycamore Ln N,Near side W,MAPLE GROVE,Hennepin,Temp TP SYFI 4/16,N,N,Y,Temp TP SYFI 4/16,Y,SYFI, , ,0,0,45.07942497,-93.44266414
9104,46429,Fish Lake Rd E,66th Place,Near side E,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.07625899,-93.4375381
9105,47001,Fish Lake Rd E,70th Place N,Across from N,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.08282615,-93.44899688
9106,46426,Fish Lake Rd E,70th Place N,Near side S,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.08302695,-93.44921115
9107,47005,Fish Lake Rd E,73rd Ave N,Across from N,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.08738108,-93.4505249
9108,46422,Fish Lake Rd E,73rd Ave N,Near side S,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.08757096,-93.45092616
9109,47006,Fish Lake Rd E,73rd Place,Near side N,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.08843098,-93.4514519
9110,47007,Fish Lake Rd E,74th Ave N,Near side N,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.08915406,-93.45205219
9111,46420,Fish Lake Rd E,74th Ave N,Near side S,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.08933105,-93.45232121
9112,47008,Fish Lake Rd E,74th Place,Near side N,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.09013203,-93.45236629
9113,46419,Fish Lake Rd E,74th Place,Near side S,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.09035396,-93.45258611
9114,47012,Fish Lake Rd E,78th Ave N,Near side N,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.09609913,-93.45452108
